Attack_ID,Attack_Type,Target_Industry,Location,Date,Severity,Damage_Estimate(USD),Affected_Systems
1350,Brute Force Attack,Healthcare,South Korea,2018-09-08,Critical,2438462,982
1351,Man-in-the-Middle,Energy,Japan,2021-03-11,Low,1175455,295
1352,Privilege Escalation,Finance,Japan,2022-01-04,Low,3710289,113
1353,Man-in-the-Middle,Finance,Russia,2015-03-06,Medium,3336017,747
1354,Malware,Government,UK,2022-11-24,Medium,4340274,824
1355,DDoS,Defense,Germany,2017-06-24,Medium,1594376,471
1356,DDoS,Defense,France,2020-01-19,Low,2908474,455
1357,Zero-day Exploit,Retail,Germany,2024-08-30,Critical,2006799,209
1358,Ransomware,Retail,Japan,2019-12-19,High,2804993,836
1359,Man-in-the-Middle,Retail,Brazil,2022-02-24,High,3595643,936
1360,Man-in-the-Middle,Government,France,2020-01-26,Medium,3883093,554
1361,Man-in-the-Middle,E-commerce,India,2022-12-01,Critical,4098518,334
1362,DDoS,Education,UK,2022-12-01,Medium,1422269,762
1363,Malware,Energy,France,2023-02-16,Low,4820752,488
1364,Malware,Government,India,2020-05-22,Low,4376943,870
1365,Cross-site Scripting (XSS),Government,UK,2024-04-03,Critical,102230,861
1366,Man-in-the-Middle,Government,India,2022-12-19,Low,1350111,200
1367,Zero-day Exploit,Education,Russia,2023-11-17,High,800979,138
1368,Privilege Escalation,Healthcare,China,2024-04-04,Critical,1875312,687
1369,Phishing,Telecommunications,India,2023-03-21,High,1682504,7
1370,Cross-site Scripting (XSS),Defense,Japan,2016-07-22,Critical,2198280,161
1371,Ransomware,E-commerce,China,2020-03-28,Low,3502195,973
1372,Cross-site Scripting (XSS),Healthcare,UK,2019-06-20,Low,3958140,768
1373,Man-in-the-Middle,Healthcare,Russia,2022-12-13,High,2100713,443
1374,Cross-site Scripting (XSS),Telecommunications,France,2016-12-23,High,3207545,895
1375,Phishing,Finance,Japan,2024-07-11,High,2512506,485
1376,DDoS,Defense,India,2019-11-23,Critical,4859271,438
1377,Privilege Escalation,Healthcare,South Korea,2016-03-28,Low,4636478,126
1378,Phishing,Energy,Japan,2021-04-04,Low,3768877,490
1379,Zero-day Exploit,Healthcare,Russia,2019-12-05,Low,553143,467
1380,SQL Injection,Finance,Russia,2021-11-07,Critical,1027173,827
1381,SQL Injection,E-commerce,India,2016-06-19,Medium,411007,811
1382,Ransomware,Government,Brazil,2024-03-19,Medium,1144761,496
1383,DDoS,Technology,India,2023-04-06,Medium,531212,41
1384,Phishing,Government,South Korea,2015-01-05,Low,2614644,982
1385,Ransomware,Education,Japan,2020-08-28,High,1958108,11
1386,Privilege Escalation,Government,India,2020-02-25,High,3938334,181
1387,Zero-day Exploit,Defense,India,2015-07-08,Critical,351159,189
1388,Phishing,Technology,France,2024-03-13,Low,3401736,354
1389,SQL Injection,Education,China,2017-01-21,Low,3016823,424
1390,Phishing,Education,Brazil,2017-03-01,Low,3517012,45
1391,DDoS,Education,USA,2016-02-19,Low,3587343,686
1392,Malware,Government,UK,2017-07-24,Low,3414904,990
1393,DDoS,Government,France,2022-10-30,Medium,1969992,340
1394,Man-in-the-Middle,Defense,Germany,2023-02-02,Critical,4006724,532
1395,Zero-day Exploit,E-commerce,Germany,2016-12-15,Critical,4090230,300
1396,Malware,E-commerce,China,2017-01-20,Low,4772067,831
1397,DDoS,Technology,China,2022-07-24,Low,3539112,334
1398,Man-in-the-Middle,Education,France,2023-03-01,Critical,4879312,979
1399,Brute Force Attack,Government,USA,2017-11-17,Low,318834,422
1400,Ransomware,Defense,India,2019-09-26,High,3414574,548
1401,SQL Injection,Telecommunications,South Korea,2019-03-10,Low,3668245,820
1402,Brute Force Attack,Defense,France,2023-02-26,Medium,4993593,261
1403,Malware,Technology,UK,2022-05-17,High,2024802,392
1404,Man-in-the-Middle,Healthcare,Japan,2023-12-21,Low,642691,333
1405,Cross-site Scripting (XSS),Energy,Germany,2024-11-17,Critical,1793517,950
1406,Man-in-the-Middle,Education,China,2019-07-15,High,1737565,551
1407,Man-in-the-Middle,Finance,India,2024-02-23,High,2188496,395
1408,Malware,Telecommunications,Brazil,2023-11-29,High,622228,544
1409,Man-in-the-Middle,Defense,Russia,2017-07-17,High,4035952,540
1410,Cross-site Scripting (XSS),Government,Japan,2023-02-14,Critical,4737460,147
1411,DDoS,Finance,South Korea,2021-02-21,Low,3618412,959
1412,Privilege Escalation,Healthcare,Germany,2020-12-25,Critical,935299,789
1413,Brute Force Attack,Technology,USA,2020-05-12,Medium,787173,364
1414,Cross-site Scripting (XSS),Finance,Germany,2020-11-16,Critical,419225,705
1415,DDoS,Technology,USA,2019-03-08,Low,4051634,898
1416,Cross-site Scripting (XSS),E-commerce,Russia,2017-08-03,Critical,4167205,516
1417,Zero-day Exploit,Energy,UK,2018-12-14,Critical,736053,456
1418,SQL Injection,Defense,Russia,2015-11-21,Low,58300,937
1419,Zero-day Exploit,Defense,Japan,2021-11-15,High,3681566,394
1420,Ransomware,E-commerce,Brazil,2015-06-07,High,2739924,87
1421,Phishing,Government,USA,2016-01-17,Critical,400192,539
1422,DDoS,Healthcare,USA,2020-12-23,High,3680857,399
1423,Zero-day Exploit,Education,India,2019-09-27,Critical,4036328,368
1424,Zero-day Exploit,Energy,South Korea,2015-04-18,Critical,3551848,273
1425,Zero-day Exploit,Defense,Japan,2022-02-06,Low,2387660,596
1426,DDoS,Government,Germany,2016-12-08,Low,2191546,15
1427,Brute Force Attack,Defense,France,2019-09-03,Critical,4046640,708
1428,Malware,E-commerce,Russia,2015-03-19,Medium,4040858,372
1429,Malware,Government,India,2015-09-05,Low,2633595,865
1430,Phishing,Technology,France,2019-04-15,Medium,2255983,32
1431,Cross-site Scripting (XSS),Healthcare,UK,2021-02-07,Medium,4001570,926
1432,Phishing,Technology,India,2016-03-24,Critical,4577743,272
1433,Phishing,Government,UK,2022-12-16,Medium,768601,551
1434,Cross-site Scripting (XSS),Education,South Korea,2020-02-02,Critical,1691550,838
1435,Cross-site Scripting (XSS),Energy,South Korea,2023-04-21,Medium,2578614,30
1436,Malware,Government,Brazil,2023-07-18,Low,3860637,600
1437,Man-in-the-Middle,Telecommunications,UK,2015-02-12,Critical,1318563,885
1438,Privilege Escalation,Energy,Russia,2017-11-12,Medium,1852449,535
1439,DDoS,Defense,China,2019-07-29,Critical,1553154,889
1440,Man-in-the-Middle,Technology,Brazil,2023-05-16,Critical,1246919,355
1441,Phishing,Technology,USA,2022-10-31,Medium,4809363,420
1442,Cross-site Scripting (XSS),E-commerce,UK,2022-05-18,Critical,3234976,285
1443,Brute Force Attack,Retail,Germany,2016-01-19,Low,1561893,652
1444,Zero-day Exploit,Telecommunications,USA,2024-06-20,Medium,3206211,569
1445,SQL Injection,Education,Japan,2017-07-03,High,3317657,890
1446,Ransomware,Defense,Brazil,2019-01-30,Medium,1954481,425
1447,Brute Force Attack,Finance,South Korea,2022-02-06,Critical,2809325,880
1448,SQL Injection,Energy,Germany,2019-06-28,Critical,313413,447
1449,Ransomware,Retail,Germany,2023-02-20,Critical,818998,45
1450,Cross-site Scripting (XSS),Technology,Brazil,2015-12-08,High,2491759,336
1451,Privilege Escalation,Education,Russia,2017-01-14,High,957717,791
1452,Man-in-the-Middle,Defense,China,2019-05-07,Medium,1318996,525
1453,Malware,Government,USA,2018-04-13,Medium,1565778,658
1454,SQL Injection,E-commerce,France,2018-07-09,Critical,2098474,574
1455,Phishing,Government,Russia,2018-03-20,High,1729975,654
1456,Phishing,Education,UK,2017-07-04,Low,500565,286
1457,Phishing,Healthcare,USA,2022-10-13,Critical,4845639,529
1458,DDoS,Technology,Brazil,2022-02-28,High,4102668,235
1459,Zero-day Exploit,Telecommunications,India,2015-08-01,High,1941954,801
1460,Ransomware,Telecommunications,China,2019-11-19,High,2843007,670
1461,Malware,E-commerce,Germany,2023-09-07,High,4586112,32
1462,Phishing,Energy,Brazil,2022-09-26,Medium,888677,177
1463,Cross-site Scripting (XSS),Technology,France,2015-08-01,High,1237231,538
1464,Ransomware,Education,Russia,2020-11-11,High,3744974,613
1465,SQL Injection,Defense,France,2020-08-25,Critical,885132,182
1466,DDoS,Telecommunications,Brazil,2023-04-08,Medium,4764621,835
1467,Malware,Education,Japan,2024-12-27,Low,247922,293
1468,Brute Force Attack,Technology,Japan,2020-12-28,Medium,1921892,927
1469,Man-in-the-Middle,Government,USA,2022-07-27,Medium,4950390,388
1470,Man-in-the-Middle,Technology,UK,2020-01-03,Critical,1366772,883
1471,Ransomware,Technology,China,2020-08-07,Low,1752551,825
1472,Brute Force Attack,Energy,France,2022-02-01,Critical,4623329,507
1473,Brute Force Attack,E-commerce,Russia,2017-04-21,High,3357428,224
1474,Brute Force Attack,Technology,Germany,2022-04-17,Low,1258165,780
1475,DDoS,Defense,USA,2019-03-02,Low,3819808,305
1476,Man-in-the-Middle,Government,UK,2016-04-17,Critical,1349497,420
1477,SQL Injection,Finance,UK,2015-02-28,Medium,3546824,373
1478,Man-in-the-Middle,Energy,Russia,2024-07-20,Medium,3942464,532
1479,Phishing,Government,Japan,2023-03-16,Critical,3818717,811
1480,SQL Injection,Energy,France,2019-05-05,High,3427469,493
1481,Man-in-the-Middle,Government,Russia,2018-08-06,Medium,189569,735
1482,Malware,Technology,China,2019-04-21,Critical,3626347,154
1483,Ransomware,Retail,USA,2020-03-25,High,1898559,143
1484,Malware,Retail,Japan,2022-12-28,Critical,1365240,725
1485,Man-in-the-Middle,Telecommunications,France,2020-03-20,High,2151920,575
1486,SQL Injection,E-commerce,Russia,2023-12-12,Medium,4046013,680
1487,Man-in-the-Middle,Telecommunications,Germany,2016-01-29,Medium,2512747,970
1488,Phishing,Telecommunications,France,2016-09-27,Low,4939518,838
1489,DDoS,Government,China,2021-11-15,Critical,1833463,849
1490,Privilege Escalation,Telecommunications,USA,2023-10-12,Critical,214793,440
1491,Zero-day Exploit,Energy,Russia,2023-06-29,Medium,110237,154
1492,Cross-site Scripting (XSS),Defense,South Korea,2024-12-19,Critical,1178316,705
1493,Malware,Telecommunications,Russia,2024-02-19,Critical,4260964,647
1494,SQL Injection,Technology,USA,2024-01-03,Critical,2321915,600
1495,SQL Injection,Finance,Japan,2017-08-24,Low,2659973,912
1496,Ransomware,Finance,France,2018-01-29,High,1215046,910
1497,Zero-day Exploit,Telecommunications,Brazil,2017-03-29,Medium,930543,273
1498,Zero-day Exploit,E-commerce,Russia,2021-07-16,High,3429638,397
1499,Zero-day Exploit,Education,UK,2019-07-24,Low,1625678,453
1500,Man-in-the-Middle,Finance,France,2016-06-20,Medium,2716265,931
1501,Ransomware,Telecommunications,South Korea,2015-12-07,Low,2141439,585
1502,Malware,Government,Russia,2016-10-18,Critical,4151945,221
1503,DDoS,E-commerce,Brazil,2022-03-31,Low,2892714,753
1504,Cross-site Scripting (XSS),Finance,Germany,2021-12-09,Low,1295713,856
1505,Malware,Retail,Japan,2020-02-08,High,115062,202
1506,SQL Injection,Retail,Japan,2019-02-18,Low,910833,364
1507,Ransomware,Education,China,2023-01-26,Critical,2258643,321
1508,DDoS,E-commerce,South Korea,2017-10-27,Medium,2742823,216
1509,Privilege Escalation,E-commerce,Germany,2017-01-17,High,3773947,244
1510,Brute Force Attack,Telecommunications,Germany,2024-11-07,Critical,2527419,729
1511,DDoS,Retail,Brazil,2021-08-03,Low,3640891,282
1512,Brute Force Attack,E-commerce,France,2021-10-01,High,1648448,961
1513,Phishing,Finance,India,2024-09-22,High,1700507,602
1514,Malware,Government,Japan,2024-07-05,Low,4029342,857
1515,Cross-site Scripting (XSS),Energy,Brazil,2024-04-06,Critical,3696635,480
1516,Malware,Healthcare,Germany,2020-04-13,Critical,1761975,912
1517,Privilege Escalation,Defense,India,2018-11-29,High,3172337,456
1518,Man-in-the-Middle,Telecommunications,France,2018-04-23,Medium,695092,147
1519,Cross-site Scripting (XSS),Finance,Russia,2018-04-29,Critical,4737560,768
1520,Ransomware,Finance,UK,2017-09-20,Medium,733074,143
1521,Privilege Escalation,Education,Brazil,2015-03-19,Medium,2978089,629
1522,Phishing,Technology,Brazil,2015-08-03,High,3089496,326
1523,SQL Injection,Finance,France,2023-07-25,Critical,3907471,995
1524,Cross-site Scripting (XSS),Education,Germany,2024-08-11,Medium,3799336,882
1525,Privilege Escalation,Government,Russia,2020-01-12,Medium,711635,953
1526,Zero-day Exploit,Technology,India,2021-07-14,Medium,4158869,862
1527,SQL Injection,Energy,Germany,2015-09-17,High,2023090,988
1528,Malware,Education,France,2019-01-10,High,3585241,267
1529,Brute Force Attack,E-commerce,China,2019-04-05,Medium,791873,77
1530,Privilege Escalation,Healthcare,France,2021-03-27,Low,899546,50
1531,SQL Injection,Energy,China,2020-03-03,Medium,2997378,949
1532,Ransomware,Telecommunications,China,2023-04-24,Critical,2877689,104
1533,Brute Force Attack,Technology,USA,2015-05-17,Critical,4612850,595
1534,Cross-site Scripting (XSS),Healthcare,France,2024-08-02,High,2222574,932
1535,Malware,Healthcare,Russia,2023-04-27,High,2292437,835
1536,DDoS,Technology,Russia,2019-12-06,Critical,3812789,965
1537,Man-in-the-Middle,Education,China,2018-08-06,Low,3318925,572
1538,Cross-site Scripting (XSS),Defense,Brazil,2021-03-31,Low,1908667,801
1539,Privilege Escalation,Retail,China,2016-09-14,Low,1710136,475
1540,Zero-day Exploit,Retail,Brazil,2024-12-10,Medium,2155699,681
1541,Brute Force Attack,Telecommunications,USA,2018-07-21,High,2947137,852
1542,Privilege Escalation,Energy,Japan,2016-02-02,Medium,1647692,539
1543,SQL Injection,Finance,UK,2016-08-21,Critical,3749003,45
1544,SQL Injection,Technology,France,2023-04-13,High,320521,815
1545,Brute Force Attack,Healthcare,South Korea,2016-10-10,High,1082080,743
1546,Zero-day Exploit,Retail,France,2015-08-12,Medium,3466275,181
1547,SQL Injection,Retail,India,2016-02-27,Medium,3719729,808
1548,DDoS,Education,USA,2021-07-03,Low,2811807,634
1549,Man-in-the-Middle,Technology,China,2023-10-04,Medium,3093703,253
1550,DDoS,Telecommunications,Japan,2019-09-28,High,601678,57
1551,Cross-site Scripting (XSS),Healthcare,India,2016-04-13,Critical,1115226,79
1552,Man-in-the-Middle,E-commerce,Brazil,2015-09-15,High,4368608,672
1553,SQL Injection,Education,USA,2022-03-19,Low,3706834,962
1554,Zero-day Exploit,Retail,China,2020-08-09,Critical,669679,863
1555,Malware,Government,Japan,2015-01-01,Critical,1169017,161
1556,Ransomware,Finance,Russia,2022-11-15,Critical,3153337,703
1557,Malware,E-commerce,Russia,2018-05-31,Critical,97893,48
1558,DDoS,Finance,Germany,2017-11-08,Critical,1631538,714
1559,Phishing,Technology,China,2022-01-20,Medium,2235112,38
1560,Malware,Technology,Japan,2018-12-12,Low,4397858,74
1561,Cross-site Scripting (XSS),Defense,UK,2018-11-25,Critical,3790667,76
1562,Phishing,Government,Russia,2020-10-04,Low,2924538,308
1563,Cross-site Scripting (XSS),Retail,Japan,2023-07-30,Low,347458,461
1564,Privilege Escalation,Finance,South Korea,2018-10-13,High,3176814,942
1565,Cross-site Scripting (XSS),Defense,Brazil,2023-12-01,High,1999858,640
1566,Man-in-the-Middle,E-commerce,Japan,2023-04-17,Low,4311110,983
1567,Malware,Defense,Russia,2021-06-28,Low,1378819,367
1568,Ransomware,Finance,Russia,2019-08-09,Critical,2793429,704
1569,SQL Injection,Energy,Japan,2024-08-01,Critical,3998879,42
1570,Malware,Energy,France,2021-01-31,Medium,4502291,599
1571,Zero-day Exploit,Retail,USA,2022-04-09,Critical,1394425,482
1572,Malware,Government,Russia,2022-12-12,Critical,1353019,764
1573,Brute Force Attack,Defense,India,2024-04-19,High,1343404,967
1574,SQL Injection,Retail,China,2016-03-12,Low,240299,319
1575,Cross-site Scripting (XSS),Telecommunications,South Korea,2016-12-24,Critical,4427482,548
1576,Man-in-the-Middle,E-commerce,UK,2016-07-16,Medium,4753397,386
1577,Privilege Escalation,Technology,Russia,2017-02-22,Critical,2324094,638
1578,Ransomware,Education,Japan,2015-09-11,Critical,1754738,775
1579,Man-in-the-Middle,Finance,Japan,2016-07-10,Low,1596455,94
1580,Ransomware,Education,Germany,2017-03-01,Critical,4056084,711
1581,Brute Force Attack,Energy,Germany,2021-06-30,Critical,1129265,361
1582,DDoS,Telecommunications,India,2021-11-19,High,4459561,732
1583,SQL Injection,Defense,China,2018-12-28,Medium,683146,253
1584,SQL Injection,Retail,Russia,2015-10-25,Low,3697180,266
1585,SQL Injection,Defense,Brazil,2024-02-06,Low,425953,63
1586,Privilege Escalation,Technology,Germany,2018-02-19,Low,4120409,169
1587,Ransomware,Finance,Germany,2018-04-06,Low,4258858,398
1588,Brute Force Attack,Education,USA,2015-04-08,Critical,1601517,989
1589,DDoS,Energy,UK,2024-03-30,Critical,3716447,610
1590,Ransomware,Finance,France,2022-01-02,Low,1189591,524
1591,Cross-site Scripting (XSS),Finance,India,2023-12-22,Medium,3846868,997
1592,Ransomware,Energy,South Korea,2023-06-19,High,4990745,429
1593,Privilege Escalation,Education,India,2024-12-02,Medium,4079683,499
1594,DDoS,E-commerce,France,2020-07-06,Low,1008965,764
1595,Man-in-the-Middle,Technology,Japan,2020-10-25,Critical,4547130,384
1596,Malware,Government,USA,2016-04-11,High,2818456,50
1597,Privilege Escalation,Technology,France,2015-10-22,Low,1843793,888
1598,SQL Injection,Telecommunications,India,2023-02-28,Medium,724103,926
1599,Ransomware,Retail,China,2015-10-19,Critical,3478272,979
1600,Zero-day Exploit,Technology,UK,2021-05-26,Medium,431696,490
1601,DDoS,Technology,Brazil,2022-04-27,Medium,2878763,33
1602,Privilege Escalation,Technology,Russia,2015-11-14,Critical,3976351,880
1603,Privilege Escalation,Finance,USA,2016-09-02,Low,351447,698
1604,Privilege Escalation,Government,France,2023-09-16,Low,3652242,707
1605,SQL Injection,Education,Brazil,2023-03-17,Critical,1165974,622
1606,Privilege Escalation,E-commerce,Germany,2022-04-07,High,4294824,351
1607,Zero-day Exploit,Government,Japan,2023-01-17,Low,1264676,811
1608,Cross-site Scripting (XSS),Technology,China,2019-10-18,High,1203519,702
1609,Ransomware,Telecommunications,India,2018-11-28,Low,990509,85
1610,Cross-site Scripting (XSS),Healthcare,Japan,2017-02-16,Medium,4990275,226
1611,DDoS,Technology,UK,2024-02-16,Critical,2904061,732
1612,Zero-day Exploit,Finance,UK,2021-07-23,Critical,1546612,523
1613,Malware,E-commerce,India,2022-04-07,High,1387133,687
1614,Malware,Technology,France,2024-05-12,High,417504,423
1615,Malware,Healthcare,France,2019-07-24,Critical,2122614,82
1616,Ransomware,Defense,China,2023-08-16,Medium,4955974,831
1617,Zero-day Exploit,Defense,Brazil,2017-11-01,Critical,2425899,625
1618,DDoS,Defense,USA,2015-05-13,Low,2076698,963
1619,Zero-day Exploit,Education,UK,2018-02-07,Medium,3676332,496
1620,SQL Injection,Healthcare,Germany,2024-02-28,Medium,2761192,544
1621,Brute Force Attack,Government,Germany,2015-10-17,Medium,649062,951
1622,Cross-site Scripting (XSS),Telecommunications,UK,2015-03-06,Critical,2896232,314
1623,Malware,Finance,Russia,2022-06-10,Critical,4952050,179
1624,Zero-day Exploit,Retail,Germany,2018-03-20,Critical,3543932,599
1625,Man-in-the-Middle,Healthcare,USA,2023-08-08,High,2786984,333
1626,Phishing,Technology,Japan,2017-08-30,Critical,1343019,274
1627,DDoS,Telecommunications,USA,2020-01-07,High,1546939,802
1628,Malware,Technology,France,2018-04-23,Critical,4216552,990
1629,Zero-day Exploit,Telecommunications,UK,2015-07-29,High,3878714,795
1630,DDoS,Defense,India,2023-12-15,Critical,2493067,370
1631,DDoS,Education,UK,2024-10-23,Medium,2190878,685
1632,SQL Injection,Defense,Russia,2020-08-18,High,968696,141
1633,Cross-site Scripting (XSS),Energy,China,2024-02-20,Low,4152644,663
1634,Cross-site Scripting (XSS),Telecommunications,USA,2020-08-14,Critical,1815523,447
1635,Cross-site Scripting (XSS),Government,Germany,2020-08-29,Critical,286603,97
1636,Cross-site Scripting (XSS),Energy,France,2022-07-09,Low,4255050,180
1637,Man-in-the-Middle,Retail,Brazil,2024-09-14,Medium,276208,303
1638,Ransomware,Government,South Korea,2021-06-01,High,2922195,671
1639,Phishing,Energy,Germany,2021-12-18,High,1527895,616
1640,DDoS,Finance,USA,2022-11-22,Critical,3993756,34
1641,Ransomware,Defense,Japan,2017-04-17,High,4146118,174
1642,SQL Injection,Healthcare,Germany,2020-10-11,Low,3610304,622
1643,Zero-day Exploit,Government,India,2024-03-29,High,4649665,441
1644,Zero-day Exploit,Energy,China,2021-01-23,High,1282048,230
1645,DDoS,Education,India,2015-01-10,Critical,4677735,929
1646,Ransomware,Telecommunications,UK,2019-04-01,Critical,61371,430
1647,Malware,Defense,France,2019-08-22,Low,4543738,593
1648,Brute Force Attack,Government,South Korea,2017-05-04,Low,3190541,465
1649,Privilege Escalation,Finance,UK,2022-06-04,High,1784587,636
1650,Cross-site Scripting (XSS),Defense,France,2018-12-02,Medium,3069603,187
1651,Brute Force Attack,Education,China,2016-07-20,High,3757426,671
1652,Cross-site Scripting (XSS),E-commerce,Germany,2021-03-16,Medium,4394893,505
1653,SQL Injection,Retail,China,2023-07-04,Medium,1353582,480
1654,SQL Injection,Finance,Russia,2021-01-20,High,3177811,58
1655,Cross-site Scripting (XSS),Telecommunications,Brazil,2015-07-05,High,2481899,44
1656,Malware,Healthcare,Japan,2020-11-12,Low,1703875,83
1657,DDoS,E-commerce,India,2023-12-19,Medium,956291,493
1658,Brute Force Attack,E-commerce,Russia,2023-11-19,Low,645412,276
1659,Phishing,E-commerce,Japan,2015-09-15,Low,385241,657
1660,Brute Force Attack,E-commerce,Brazil,2015-02-15,High,3724051,350
1661,Zero-day Exploit,Energy,India,2022-08-02,Low,1523116,391
1662,Brute Force Attack,Government,UK,2020-08-16,Low,3714008,905
1663,Privilege Escalation,Technology,Germany,2016-02-26,High,2035079,177
1664,Zero-day Exploit,Defense,UK,2021-12-05,Low,1936607,384
1665,Cross-site Scripting (XSS),Defense,France,2020-11-14,Medium,3451783,65
1666,Malware,Energy,India,2023-10-03,Medium,3517697,890
1667,Zero-day Exploit,Technology,Brazil,2018-05-04,Medium,3728295,427
1668,SQL Injection,Finance,South Korea,2018-10-16,Critical,3282580,414
1669,Brute Force Attack,E-commerce,India,2020-07-14,High,4127247,830
1670,Zero-day Exploit,Finance,USA,2020-05-10,Critical,3354530,672
1671,Phishing,Education,UK,2016-04-21,Low,1702211,624
1672,Ransomware,Energy,Russia,2023-09-24,Critical,3765352,945
1673,Ransomware,Technology,Russia,2019-03-27,Critical,3036333,84
1674,Cross-site Scripting (XSS),E-commerce,UK,2019-12-09,Low,4950409,597
1675,Malware,E-commerce,India,2018-02-21,High,490890,390
1676,Man-in-the-Middle,E-commerce,China,2016-02-13,High,429236,368
1677,Brute Force Attack,Defense,South Korea,2021-03-28,Low,4879327,386
1678,Malware,Retail,India,2018-12-24,Low,2416050,926
1679,DDoS,Energy,USA,2019-11-10,Low,701206,563
1680,Zero-day Exploit,E-commerce,Brazil,2022-02-11,Medium,2741949,743
1681,Privilege Escalation,Education,India,2024-10-28,Medium,3333233,692
1682,SQL Injection,Technology,France,2016-12-15,Low,4159256,500
1683,Privilege Escalation,Healthcare,China,2016-08-12,Critical,2269263,385
1684,Zero-day Exploit,Healthcare,UK,2015-05-25,Medium,3540676,615
1685,Malware,Telecommunications,UK,2020-12-26,High,2036978,476
1686,SQL Injection,Education,UK,2024-10-24,High,4113032,827
1687,DDoS,Retail,South Korea,2017-05-25,Medium,4764194,952
1688,Cross-site Scripting (XSS),Healthcare,China,2017-01-05,High,3975432,572
1689,Cross-site Scripting (XSS),Technology,Russia,2020-03-19,Critical,2959785,571
1690,Malware,Energy,Russia,2019-09-16,Critical,4935105,730
1691,Privilege Escalation,Finance,Japan,2019-01-06,Medium,118678,344
1692,DDoS,Technology,China,2022-08-25,Medium,651960,877
1693,Ransomware,E-commerce,India,2016-01-26,Low,1534457,936
1694,Brute Force Attack,Retail,China,2015-05-29,Low,1495036,255
1695,Malware,Defense,China,2023-12-02,High,68800,884
1696,Privilege Escalation,E-commerce,China,2018-03-06,Medium,1487275,58
1697,Malware,Telecommunications,France,2018-09-04,Medium,1496023,802
1698,Ransomware,Telecommunications,Germany,2023-06-13,High,967753,253
1699,Malware,E-commerce,India,2016-09-28,High,3952193,45
1700,SQL Injection,Government,China,2017-11-12,Critical,1895856,296
1701,Zero-day Exploit,E-commerce,Germany,2022-05-15,Low,1102586,602
1702,Zero-day Exploit,Defense,Russia,2020-05-06,Medium,2875800,985
1703,Man-in-the-Middle,Education,China,2017-06-06,Critical,3322180,845
1704,Phishing,Government,Japan,2021-11-11,Low,3816215,602
1705,Privilege Escalation,Defense,Russia,2022-09-13,Medium,4128290,908
1706,Privilege Escalation,Government,Germany,2024-11-28,Low,1922839,408
1707,Phishing,Telecommunications,UK,2016-06-10,Medium,3273343,833
1708,Brute Force Attack,Government,Russia,2024-02-04,Low,4730554,233
1709,Zero-day Exploit,Energy,Germany,2023-10-03,High,4400790,608
1710,Malware,Energy,Brazil,2020-07-05,Medium,3277148,902
1711,Phishing,Education,USA,2018-03-11,Medium,465347,590
1712,Phishing,Telecommunications,India,2022-03-16,Low,772822,259
1713,Cross-site Scripting (XSS),Government,Japan,2022-10-13,Medium,4282045,98
1714,Ransomware,E-commerce,China,2015-09-25,Medium,1919684,133
1715,Phishing,Technology,South Korea,2016-05-05,High,2118434,489
1716,DDoS,Energy,China,2019-05-09,Medium,4823759,971
1717,Zero-day Exploit,Defense,France,2019-04-01,Medium,3716863,17
1718,DDoS,Government,Germany,2019-02-02,Low,101695,940
1719,Malware,Telecommunications,USA,2022-06-28,Medium,4927483,772
1720,Brute Force Attack,Retail,China,2017-10-29,Low,4815608,719
1721,Brute Force Attack,Healthcare,China,2024-04-03,Low,2942004,970
1722,Brute Force Attack,Healthcare,USA,2021-09-21,Low,3684388,768
1723,Brute Force Attack,Retail,Japan,2021-08-22,Critical,2850839,631
1724,Cross-site Scripting (XSS),E-commerce,China,2022-12-22,High,2880390,550
1725,SQL Injection,Retail,Japan,2020-07-20,High,4946015,795
1726,Brute Force Attack,Retail,USA,2017-08-11,Low,3527020,49
1727,SQL Injection,Technology,South Korea,2016-07-10,Low,1791596,553
1728,DDoS,Defense,South Korea,2022-12-08,Critical,284536,679
1729,DDoS,E-commerce,UK,2016-02-10,Critical,3938689,291
1730,Man-in-the-Middle,Education,India,2022-10-30,High,3447254,830
1731,DDoS,Retail,UK,2021-11-08,Low,1110891,59
1732,Malware,Healthcare,Japan,2023-12-16,Critical,1307269,328
1733,DDoS,Retail,France,2023-12-22,High,4412696,348
1734,Phishing,Defense,France,2023-04-25,High,3636978,438
1735,Privilege Escalation,Technology,USA,2022-12-21,High,2233221,249
1736,SQL Injection,Energy,Germany,2018-01-01,Critical,350468,902
1737,DDoS,Energy,South Korea,2017-02-10,Medium,2294747,190
1738,Brute Force Attack,Finance,UK,2018-07-23,Low,4593928,760
1739,Zero-day Exploit,Telecommunications,UK,2017-03-25,Medium,2339727,10
1740,Ransomware,Education,UK,2022-03-09,Critical,4234849,289
1741,DDoS,Telecommunications,France,2021-11-01,High,3163699,190
1742,DDoS,Telecommunications,China,2019-03-12,High,4766140,969
1743,Man-in-the-Middle,Technology,USA,2015-01-20,Critical,4820932,652
1744,Zero-day Exploit,Finance,France,2024-07-14,Critical,4002237,667
1745,Brute Force Attack,E-commerce,Japan,2017-09-16,Medium,376192,601
1746,DDoS,Energy,Japan,2024-03-08,High,2324343,998
1747,DDoS,E-commerce,Russia,2017-05-26,Critical,4714037,721
1748,SQL Injection,Government,South Korea,2018-06-21,Low,873410,701
1749,Man-in-the-Middle,Government,UK,2023-09-26,High,1291728,524
